,npi,total_claim_count,bene_count,opioid_claim_count,opioid_day_supply,opioid_bene_count,opioid_prescriber_rate,credential_md,credential_rn,credential_phd,credential_dds,credential_pa,credential_mba,clusters
1013,1245232693,33370,650,3406,67440,352,10.21,0,0,0,0,0,0,0
1014,1366481657,5567,614,3406,99283,504,61.18,0,0,0,0,0,0,0
1015,1447419833,5153,554,3406,101037,438,66.1,1,0,0,0,0,0,0
1016,1710149711,3993,704,3406,88287,634,85.3,1,0,0,0,0,0,0
1017,1962448332,4388,321,3404,101448,305,77.58,1,0,0,0,0,0,0
1018,1225254931,5944,478,3399,100824,381,57.18,1,0,0,0,0,0,0
1019,1083763817,11975,452,3398,101100,386,28.38,0,0,0,0,1,0,1
1020,1437223054,18093,1407,3397,50254,618,18.78,1,0,0,0,0,0,0
1021,1720054448,11503,793,3397,62043,583,29.53,1,0,0,0,0,0,0
1022,1902075922,4476,712,3395,96627,628,75.85,1,0,0,0,0,0,0
1023,1679568752,34785,1144,3393,88647,763,9.75,1,0,0,0,0,0,0
1024,1750400792,6491,1014,3393,96897,822,52.27,1,0,0,0,0,0,0
1025,1336123553,10405,404,3392,91151,384,32.6,1,0,0,0,0,0,0
1026,1023082658,9041,269,3390,100525,239,37.5,0,0,0,0,0,0,0
1027,1891191672,4610,529,3386,95258,483,73.45,0,0,0,0,0,0,0
1028,1851463228,5196,283,3384,90551,248,65.13,0,0,0,0,0,0,0
1029,1093794224,4215,733,3383,100887,644,80.26,1,0,0,0,0,0,0
1030,1396745311,5667,860,3381,98748,742,59.66,1,0,0,0,0,0,0
1031,1881679553,4806,267,3381,97715,244,70.35,1,0,0,0,0,0,0
1032,1346556784,5496,1321,3378,99880,1063,61.46,1,0,0,0,0,0,0
1033,1144629429,4619,517,3377,97558,483,73.11,0,0,0,0,0,0,0
1034,1174595904,88434,1073,3376,87937,454,3.82,1,0,0,0,0,0,0
1035,1871528455,4392,1275,3373,99815,1219,76.8,1,0,0,0,0,0,0
1036,1245241124,4705,446,3370,99978,416,71.63,1,0,0,0,0,0,0
1037,1942278148,23611,669,3368,97231,424,14.26,1,0,0,0,0,0,0
1038,1659332245,5331,336,3367,70152,312,63.16,0,0,0,0,1,0,1
1039,1740697960,4902,433,3367,100068,405,68.69,0,0,0,0,0,0,0
1040,1629047543,4575,574,3364,96507,537,73.53,0,0,0,0,0,0,0
1041,1750368445,4106,427,3364,96853,406,81.93,1,0,0,0,0,0,0
1042,1467553966,4823,471,3361,99310,452,69.69,1,0,0,0,0,0,0
1043,1205148376,6822,358,3358,98678,339,49.22,0,0,0,0,0,0,0
1044,1255885216,4538,517,3357,95274,505,73.98,0,0,0,0,0,0,0
1045,1386763019,4644,619,3357,97818,529,72.29,0,0,0,0,0,0,0
1046,1124023973,5370,544,3355,93743,532,62.48,1,0,0,0,0,0,0
1047,1417148081,21340,818,3355,99255,367,15.72,1,0,0,0,0,0,0
1048,1912092107,4269,910,3352,96152,764,78.52,0,0,0,0,0,0,0
1049,1922327097,5747,269,3349,96942,254,58.27,1,0,0,0,0,0,0
1050,1215946538,6071,682,3345,99956,535,55.1,1,0,0,0,0,0,0
1051,1902885015,34189,988,3342,36297,454,9.78,1,0,0,0,0,0,0
1052,1497910111,32802,614,3341,89764,341,10.19,1,0,0,0,0,0,0
1053,1508203258,6040,642,3336,92985,573,55.23,1,0,0,0,0,0,0
1054,1578677068,28227,592,3335,79943,351,11.81,1,0,0,0,0,0,0
1055,1891030490,4374,321,3335,98774,310,76.25,0,1,0,0,0,0,3
1056,1528012010,44625,1101,3330,81488,436,7.46,1,0,0,0,0,0,0
1057,1912168618,4327,383,3330,98298,374,76.96,0,0,0,0,0,0,0
1058,1902901531,4557,256,3328,99596,252,73.03,1,0,0,0,0,0,0
1059,1962459198,5467,912,3328,91304,847,60.87,0,0,0,0,0,0,0
1060,1063692044,15706,534,3326,99503,319,21.18,0,0,0,0,0,0,0
1061,1558310110,4999,510,3316,96937,433,66.33,1,0,0,0,0,0,0
1062,1407804370,4836,624,3310,87337,585,68.44,1,0,0,0,0,0,0
1063,1386623502,5235,687,3307,96666,571,63.17,1,0,0,0,0,0,0
1064,1578543997,9296,586,3307,97681,508,35.57,0,0,0,0,0,0,0
1065,1699766741,5328,303,3306,97556,289,62.05,1,0,0,0,0,0,0
1066,1154325959,5035,941,3305,95931,821,65.64,1,0,0,0,0,0,0
1067,1356526917,7125,828,3305,98543,624,46.39,1,0,0,0,0,0,0
1068,1578586350,4738,344,3305,98367,328,69.76,0,1,0,0,0,0,3
1069,1447574249,5033,624,3304,97730,546,65.65,0,0,0,0,0,0,0
1070,1578095261,4708,1172,3304,98504,1151,70.18,0,0,0,0,0,0,0
1071,1023124278,4061,404,3302,96305,384,81.31,0,0,0,0,1,0,1
1072,1043624513,4844,1123,3301,96646,1014,68.15,0,0,0,0,0,0,0
1073,1093942484,5169,646,3300,97545,541,63.84,1,0,0,0,0,0,0
1074,1588750970,4882,285,3299,97300,249,67.57,1,0,0,0,0,0,0
1075,1932205879,3988,481,3298,76447,452,82.7,1,0,0,0,0,0,0
1076,1427027481,4275,497,3294,95242,481,77.05,0,0,0,0,0,0,0
1077,1871859587,5372,1322,3294,96069,1031,61.32,1,0,0,0,0,0,0
1078,1801864160,4244,486,3287,95206,419,77.45,1,0,0,0,0,0,0
1079,1104864354,6905,433,3286,95737,371,47.59,1,0,0,0,0,0,0
1080,1134179385,4609,353,3284,98332,328,71.25,0,0,0,0,0,0,0
1081,1588614093,5494,542,3283,96065,522,59.76,0,0,0,0,0,0,0
1082,1255525390,6064,931,3280,94108,866,54.09,1,0,0,0,0,0,0
1083,1285951210,5196,852,3279,97733,689,63.11,1,0,0,0,0,0,0
1084,1790137669,4627,632,3279,97597,587,70.87,0,0,0,0,0,0,0
1085,1518914597,30560,767,3276,87150,375,10.72,1,0,0,0,0,0,0
1086,1992854848,5122,466,3274,90453,404,63.92,0,0,0,0,0,0,0
1087,1225127087,4322,272,3270,98131,257,75.66,0,1,0,0,0,0,3
1088,1184618969,6499,824,3269,87771,516,50.3,1,0,0,0,0,0,0
1089,1669471439,5358,358,3269,96684,322,61.01,0,0,0,0,0,0,0
1090,1821041674,5237,626,3267,92928,555,62.38,1,0,0,0,0,0,0
1091,1922004266,64186,1488,3267,58504,640,5.09,1,0,0,0,0,0,0
1092,1710197579,4768,499,3263,89987,394,68.44,1,0,0,0,0,0,0
1093,1295736460,31917,593,3259,95075,318,10.21,1,0,0,0,0,0,0
1094,1255321824,5415,1089,3258,97050,984,60.17,1,0,0,0,0,0,0
1095,1841215225,20338,341,3258,95515,244,16.02,1,0,0,0,0,0,0
1096,1184637084,47283,1086,3256,95450,425,6.89,1,0,0,0,0,0,0
1097,1346257524,4254,467,3256,96143,408,76.54,0,0,0,0,1,0,1
1098,1033351820,4866,946,3255,89779,882,66.89,1,0,0,0,0,0,0
1099,1104876861,4952,726,3254,93629,639,65.71,1,0,0,0,0,0,0
1100,1427043926,4465,1175,3253,95543,1054,72.86,1,0,0,0,0,0,0
1101,1467570028,5161,206,3253,100313,189,63.03,1,0,1,0,0,0,4
1102,1013139286,4012,786,3252,93590,734,81.06,1,0,0,0,0,0,0
1103,1396933461,5736,563,3252,97389,463,56.69,0,0,0,0,1,0,1
1104,1821203233,6987,921,3252,98745,622,46.54,1,0,0,0,0,0,0
1105,1669552485,46959,2303,3251,84358,637,6.92,1,0,0,0,0,0,0
1106,1942297858,27280,770,3249,96170,384,11.91,1,0,0,0,0,0,0
1107,1619974789,5420,516,3248,97281,359,59.93,1,0,0,0,0,0,0
1108,1013311679,4579,352,3247,87670,315,70.91,0,0,0,0,1,0,1
1109,1093807497,17441,208,3247,94207,189,18.62,1,0,0,0,0,0,0
1110,1639110687,40346,920,3247,82771,459,8.05,1,0,0,0,0,0,0
1111,1407842917,6408,508,3246,96176,433,50.66,1,0,0,0,0,0,0
1112,1619991296,4509,329,3241,93789,315,71.88,0,0,0,0,0,0,0
1113,1639178908,4682,573,3240,96868,502,69.2,1,0,0,0,0,0,0
1114,1740240944,4182,443,3240,92403,398,77.47,0,0,0,0,0,0,0
1115,1174566004,5291,268,3239,61111,258,61.22,0,0,0,0,1,0,1
1116,1164461398,6468,939,3234,97507,622,50.0,1,0,0,0,0,0,0
1117,1295727105,7383,620,3233,97202,525,43.79,1,0,0,0,0,0,0
1118,1427077056,4883,922,3232,95588,889,66.19,1,0,0,0,0,0,0
1119,1801973581,4333,559,3228,92020,498,74.5,1,0,0,0,0,0,0
1120,1811155666,4474,332,3223,95827,293,72.04,1,0,0,0,0,0,0
1121,1265427421,4298,303,3220,76459,288,74.92,1,0,0,0,0,0,0
1122,1730193665,24331,806,3220,99537,352,13.23,1,0,0,0,0,0,0
1123,1841385408,4074,354,3220,92671,328,79.04,1,0,0,0,0,0,0
1124,1487072096,4897,361,3218,92937,334,65.71,0,0,0,0,0,0,0
1125,1932557915,5911,680,3215,95702,620,54.39,0,1,0,0,0,0,3
1126,1215386826,3724,531,3210,87570,507,86.2,1,1,1,1,1,1,2
1127,1811035371,4026,428,3210,96183,402,79.73,1,0,0,0,0,0,0
1128,1902958028,11474,776,3210,87757,572,27.98,0,0,0,0,0,0,0
1129,1508898198,23215,477,3206,91211,333,13.81,1,0,0,0,0,0,0
1130,1245502657,8153,797,3204,94989,731,39.3,0,0,0,0,0,0,0
1131,1518261023,5521,681,3204,93809,633,58.03,1,1,1,1,1,1,2
1132,1861575151,4832,401,3204,90771,323,66.31,0,0,0,0,1,0,1
1133,1457388035,5210,386,3203,91585,355,61.48,1,0,0,0,0,0,0
1134,1801083175,4937,739,3202,96693,580,64.86,1,0,0,0,0,0,0
1135,1750310223,5697,377,3199,86986,319,56.15,1,0,0,0,0,0,0
1136,1992926307,4820,454,3198,94627,400,66.35,0,0,0,0,0,0,0
1137,1407822067,4293,462,3195,95044,423,74.42,0,0,0,0,0,0,0
1138,1841429156,4736,494,3195,90893,411,67.46,1,0,0,0,0,0,0
1139,1962488619,5589,531,3195,91929,403,57.17,0,0,0,0,1,0,1
1140,1407855315,4968,706,3193,93590,607,64.27,1,0,0,0,0,0,0
1141,1942206529,4256,435,3193,90751,367,75.02,1,0,0,0,0,0,0
1142,1083612519,5296,272,3192,90947,247,60.27,0,1,0,0,0,0,3
1143,1114021235,4631,216,3192,89235,210,68.93,1,0,0,0,0,0,0
1144,1982623484,5183,196,3192,72585,175,61.59,1,0,0,0,0,0,0
1145,1144214966,4470,591,3190,94696,514,71.36,1,0,0,0,0,0,0
1146,1831132026,6642,168,3186,92373,160,47.97,1,0,0,1,0,0,4
1147,1134113095,5245,441,3184,93838,371,60.71,0,0,0,0,0,0,0
1148,1831176973,4894,791,3178,90602,773,64.94,1,0,0,0,0,0,0
1149,1598739476,40486,1134,3176,53333,368,7.84,1,0,0,0,0,0,0
1150,1154678449,5359,294,3175,94590,271,59.25,0,0,0,0,1,0,1
1151,1295758472,5288,351,3175,94637,318,60.04,0,0,0,0,1,0,1
1152,1184996910,4422,730,3174,90237,683,71.78,0,0,0,0,0,0,0
1153,1235131525,4204,248,3174,91662,242,75.5,1,0,0,0,0,0,0
1154,1669514840,6614,311,3174,94310,294,47.99,1,0,0,0,0,0,0
1155,1174853576,6249,240,3173,90589,236,50.78,0,0,0,0,1,0,1
1156,1104007178,4063,389,3170,88488,358,78.02,1,0,0,0,0,0,0
1157,1275885758,4873,409,3170,90250,389,65.05,0,0,0,0,0,0,0
1158,1710983283,6943,339,3167,93819,265,45.61,1,0,0,0,0,0,0
1159,1841223658,15753,406,3167,92271,292,20.1,1,0,0,0,0,0,0
1160,1295788529,4778,585,3165,93584,553,66.24,1,0,0,0,0,0,0
1161,1578569166,6109,317,3163,94168,277,51.78,1,0,0,0,0,0,0
1162,1336551456,5237,520,3162,88842,461,60.38,0,0,0,0,0,0,0
1163,1407190135,4175,636,3162,93446,614,75.74,1,1,1,1,1,1,2
1164,1831194935,5273,371,3161,83849,310,59.95,1,0,0,0,0,0,0
1165,1861435364,4928,682,3161,91838,630,64.14,1,0,0,0,0,0,0
1166,1043221328,7731,1000,3159,91560,798,40.86,1,0,0,0,0,0,0
1167,1467448837,37523,717,3150,86413,383,8.39,1,0,0,0,0,0,0
1168,1437416310,5218,493,3149,93007,414,60.35,1,0,0,0,0,0,0
1169,1437256542,4300,388,3148,88974,353,73.21,1,0,0,0,0,0,0
1170,1629096052,5745,841,3147,91936,767,54.78,1,0,0,0,0,0,0
1171,1730380007,5417,425,3144,90140,376,58.04,1,0,0,0,0,0,0
1172,1073559357,5087,519,3142,93140,422,61.77,1,0,0,0,0,0,0
1173,1770661423,4777,341,3141,90219,320,65.75,1,0,0,0,0,0,0
1174,1942287248,3657,317,3139,91578,293,85.84,1,0,0,0,0,0,0
1175,1366672693,4834,629,3137,84807,563,64.89,1,0,0,0,0,0,0
1176,1891782553,4235,145,3137,47419,140,74.07,1,0,0,0,0,0,0
1177,1811957384,4490,437,3136,90711,384,69.84,1,0,0,0,0,0,0
1178,1871526400,47648,1625,3135,79242,528,6.58,1,0,0,0,0,0,0
1179,1528269412,4936,555,3132,93113,533,63.45,0,0,0,0,1,0,1
1180,1811925191,5633,567,3132,64680,454,55.6,1,0,0,0,0,0,0
1181,1417192543,41536,1140,3130,77596,585,7.54,0,1,0,0,0,0,-1
1182,1346443413,4197,173,3128,85416,167,74.53,0,1,0,0,0,0,3
1183,1669577953,5719,598,3128,87236,554,54.69,0,0,0,0,1,0,1
1184,1780619742,5449,589,3128,91321,470,57.41,1,0,0,0,0,0,0
1185,1639152416,4643,627,3126,94304,559,67.33,0,0,0,0,0,0,0
1186,1740506575,4655,563,3126,91597,517,67.15,0,0,0,0,0,0,0
1187,1376910166,4551,842,3122,92616,816,68.6,0,0,0,0,0,0,0
1188,1386613503,11847,706,3122,89555,513,26.35,1,0,0,0,0,0,0
1189,1467549840,40496,577,3122,87792,347,7.71,1,0,0,0,0,0,0
1190,1134259989,4617,385,3120,93025,342,67.58,0,0,0,0,0,0,0
1191,1619239126,5967,242,3120,86853,221,52.29,0,0,0,0,0,0,0
1192,1336403716,5778,1408,3119,86298,1265,53.98,1,0,0,0,0,0,0
1193,1902181555,3610,567,3119,93309,541,86.4,0,0,0,0,0,0,0
1194,1083615272,4289,537,3118,85326,481,72.7,1,0,0,0,0,0,0
1195,1497716179,4756,562,3118,88277,436,65.56,1,0,0,0,0,0,0
1196,1174605646,6327,591,3116,87272,406,49.25,1,0,0,0,0,0,0
1197,1396857983,6674,481,3114,92825,357,46.66,1,0,0,0,0,0,0
1198,1043263494,14669,1122,3112,89907,540,21.21,1,0,0,0,0,0,0
1199,1700802733,6081,685,3111,77590,524,51.16,1,0,0,0,0,0,0
1200,1144348152,5466,582,3108,89826,521,56.86,1,0,0,0,0,0,0
1201,1851300891,72029,1819,3108,88662,655,4.31,1,0,0,0,0,0,0
1202,1841433380,5215,372,3107,88476,338,59.58,1,0,0,0,0,0,0
1203,1679658736,4010,928,3103,86309,890,77.38,1,0,0,0,0,0,0
1204,1871592287,38225,770,3103,79722,349,8.12,1,0,0,0,0,0,0
1205,1124227111,5281,750,3102,90719,696,58.74,0,0,0,0,0,0,0
1206,1366497968,6752,613,3102,75351,423,45.94,1,0,0,0,0,0,0
1207,1184093403,5342,398,3095,92440,384,57.94,0,0,0,0,0,0,0
1208,1720171143,4933,968,3095,89149,891,62.74,1,0,0,0,0,0,0
1209,1730260423,7358,1064,3093,89934,1001,42.04,1,0,0,0,0,0,0
1210,1275565442,33447,970,3092,86561,398,9.24,1,0,0,0,0,0,0
1211,1225000649,5663,700,3091,92205,577,54.58,1,0,0,0,0,0,0
1212,1154467553,4382,1063,3089,88543,971,70.49,1,0,0,0,0,0,0
1213,1386776425,4059,334,3089,85081,319,76.1,0,1,0,0,0,0,3
1214,1255430286,77028,1599,3085,44125,477,4.01,1,0,0,0,0,0,0
1215,1184823650,6639,430,3082,85562,417,46.42,1,0,0,0,0,0,0
1216,1508008079,4816,586,3082,89128,505,64.0,1,0,0,0,0,0,0
1217,1508945494,4197,646,3074,88707,541,73.24,1,0,0,0,0,0,0
1218,1841350386,3647,284,3074,73460,267,84.29,1,0,0,0,0,0,0
1219,1972566339,4870,513,3071,90781,383,63.06,1,0,0,0,0,0,0
1220,1205149705,4736,438,3070,89954,400,64.82,0,0,0,0,0,0,0
1221,1427191667,4582,535,3069,87338,463,66.98,0,0,0,0,1,0,1
1222,1821224767,5043,840,3068,89949,734,60.84,1,0,0,0,0,0,0
1223,1437371994,4891,555,3067,82905,448,62.71,1,0,0,0,0,0,0
1224,1063470540,7159,600,3065,90433,542,42.81,1,0,0,0,0,0,0
1225,1689857229,4954,493,3063,88247,421,61.83,0,0,0,0,1,0,1
1226,1992136469,4741,502,3063,89833,472,64.61,1,1,1,1,1,1,2
1227,1689749525,6584,252,3061,93262,206,46.49,1,0,0,0,0,0,0
1228,1215924741,3630,675,3060,81774,628,84.3,1,0,0,0,0,0,0
1229,1285838383,4915,424,3059,88219,350,62.24,0,0,0,0,0,0,0
1230,1811918568,11979,623,3059,79828,404,25.54,1,0,0,0,0,0,0
1231,1821029760,4768,566,3059,89070,529,64.16,1,0,0,0,0,0,0
1232,1255547998,5298,635,3057,89396,504,57.7,1,0,0,0,0,0,0
1233,1760577324,5633,312,3057,92495,246,54.27,0,0,0,0,0,0,0
1234,1215920160,4227,257,3051,89761,248,72.18,1,0,0,0,0,0,0
1235,1417176579,4006,693,3051,86414,657,76.16,0,0,0,0,0,0,0
1236,1518900463,4839,723,3051,70244,562,63.05,1,0,0,0,0,0,0
1237,1770501413,5592,644,3051,87663,526,54.56,1,0,0,0,0,0,0
1238,1881659191,5088,525,3048,35499,382,59.91,1,0,0,0,0,0,0
1239,1962572511,8243,184,3046,85645,157,36.95,1,0,0,0,0,0,0
1240,1659642023,5876,429,3041,90298,375,51.75,0,0,0,0,0,0,0
1241,1588749642,4641,368,3040,62977,348,65.5,1,0,0,0,0,0,0
1242,1639166788,6083,317,3040,90930,299,49.98,1,0,0,0,0,0,0
1243,1770772865,5740,648,3040,88671,570,52.96,0,0,0,0,1,0,1
1244,1396004057,4450,702,3039,85042,644,68.29,1,0,0,0,0,0,0
1245,1447280300,27548,427,3036,78344,270,11.02,1,0,0,0,0,0,0
1246,1083644439,4268,388,3035,91460,363,71.11,0,0,0,0,0,0,0
1247,1013930759,4611,637,3034,90746,603,65.8,1,0,0,0,0,0,0
1248,1467457507,43128,853,3034,77714,384,7.03,1,0,0,0,0,0,0
1249,1801039292,4495,706,3033,88215,561,67.47,1,0,0,0,0,0,0
1250,1124330964,4141,1080,3030,90188,1034,73.17,1,0,0,0,0,0,0
1251,1578793725,4657,265,3030,86274,256,65.06,0,1,0,0,0,0,3
1252,1790139194,3959,473,3029,84696,450,76.51,1,1,1,1,1,1,2
1253,1235207143,3847,637,3028,86968,575,78.71,0,0,0,0,1,0,1
1254,1508154915,4289,902,3027,89376,862,70.58,0,0,0,0,0,0,0
1255,1770820110,5935,344,3021,89881,326,50.9,0,0,0,0,0,0,0
1256,1326363300,6801,892,3016,59989,699,44.35,0,0,0,0,0,0,0
1257,1700816394,5147,635,3014,82246,597,58.56,0,1,0,0,0,0,3
1258,1679547301,43042,1698,3011,81233,515,7.0,1,0,0,0,0,0,0
1259,1326127283,4769,505,3009,77122,427,63.09,1,0,0,0,0,0,0
1260,1659797769,4989,425,3009,89772,386,60.31,0,0,0,0,0,0,0
1261,1023003019,16824,509,3006,89420,279,17.87,1,0,0,0,0,0,0
1262,1558318535,3910,696,3004,89568,627,76.83,1,0,0,0,0,0,0
1263,1982679494,6367,409,3004,86696,333,47.18,1,0,0,0,0,0,0
1264,1104862531,14404,431,3000,85896,325,20.83,1,0,0,0,0,0,0
1265,1508833468,3655,533,2999,87388,433,82.05,1,0,0,0,0,0,0
1266,1326081571,39556,847,2996,88181,335,7.57,1,0,0,0,0,0,0
1267,1114980760,6712,781,2985,82781,639,44.47,1,0,0,0,0,0,0
1268,1679963920,3735,393,2985,87703,354,79.92,0,0,0,0,0,0,0
1269,1700326220,4152,505,2984,87807,419,71.87,0,0,0,0,0,0,0
1270,1982894598,5710,543,2983,86184,422,52.24,1,0,0,0,0,0,0
1271,1629002787,57432,1553,2980,48340,571,5.19,1,0,0,0,0,0,0
1272,1235156084,6186,318,2977,81388,256,48.12,1,0,0,0,0,0,0
1273,1568483758,15007,460,2977,80757,241,19.84,0,0,0,0,0,0,0
1274,1255696266,4488,845,2975,85881,768,66.29,0,0,0,0,0,0,0
1275,1356318588,4503,250,2975,77909,218,66.07,0,0,0,0,0,0,0
1276,1316252315,4531,997,2973,87832,818,65.61,1,1,1,1,1,1,2
1277,1487610713,5731,398,2971,88600,296,51.84,1,0,0,0,0,0,0
1278,1205151875,4278,557,2969,77729,485,69.4,0,0,0,0,0,0,0
1279,1306158738,4224,500,2968,86069,464,70.27,0,0,0,0,0,0,0
1280,1497729313,7463,167,2967,84162,159,39.76,1,0,0,0,0,0,0
1281,1356650436,4511,540,2966,87500,469,65.75,0,0,0,0,0,0,0
1282,1346236072,5064,376,2962,85710,343,58.49,1,0,0,0,0,0,0
1283,1407856982,5279,694,2962,88328,603,56.11,0,0,0,0,1,0,1
1284,1508289620,4681,202,2960,78967,186,63.23,0,1,0,0,0,0,3
1285,1467455915,48976,1197,2959,57209,410,6.04,1,0,0,0,0,0,0
1286,1104098276,4077,458,2957,81694,435,72.53,1,0,0,0,0,0,0
1287,1376523316,60138,1894,2955,63883,669,4.91,1,0,0,0,0,0,0
1288,1518288828,4077,663,2954,87207,601,72.46,1,0,0,0,0,0,0
1289,1689652281,27180,636,2949,80125,328,10.85,1,0,0,0,0,0,0
1290,1497778005,4359,294,2948,79897,254,67.63,1,0,0,0,0,0,0
1291,1851702906,4297,644,2946,87844,611,68.56,0,0,0,0,1,0,1
1292,1093791972,4966,328,2944,84072,269,59.28,1,0,0,0,0,0,0
1293,1659418119,4230,483,2944,87864,431,69.6,1,0,0,0,0,0,0
1294,1770711681,5525,691,2943,85573,574,53.27,0,0,0,0,0,0,0
1295,1245560796,23208,729,2942,82609,358,12.68,1,0,0,0,0,0,0
1296,1295997179,4452,1115,2937,86136,956,65.97,1,0,0,0,0,0,0
1297,1386684868,6143,239,2936,63786,144,47.79,0,0,0,0,0,0,0
1298,1497710875,3256,543,2936,85815,524,90.17,1,0,0,0,0,0,0
1299,1508881533,22156,717,2936,87530,390,13.25,1,0,0,0,0,0,0
1300,1649556713,4388,566,2935,86230,532,66.89,0,0,0,0,0,0,0
1301,1649694183,5459,547,2935,86747,447,53.76,0,0,0,0,0,0,0
1302,1952587503,5378,348,2932,83259,321,54.52,1,0,0,0,0,0,0
1303,1003844903,4171,752,2931,82359,708,70.27,0,0,0,0,0,0,0
1304,1538437686,4405,716,2930,85556,670,66.52,0,0,0,0,1,0,1
1305,1811929292,5139,508,2930,82679,384,57.01,1,0,0,0,0,0,0
1306,1225041718,4375,446,2928,81803,381,66.93,1,0,0,0,0,0,0
1307,1356305197,69743,1672,2928,68223,494,4.2,1,0,0,0,0,0,0
1308,1710128087,3364,710,2928,82998,689,87.04,0,0,0,0,0,0,0
1309,1851409122,4727,905,2927,86557,653,61.92,0,0,0,0,0,0,0
1310,1942210745,26404,492,2924,83186,287,11.07,1,0,0,0,0,0,0
1311,1083750673,44272,713,2923,81163,306,6.6,0,0,0,0,0,0,0
1312,1235416272,4358,411,2923,83371,380,67.07,0,0,0,0,0,0,0
1313,1558310151,4559,495,2923,83618,466,64.11,1,0,0,0,0,0,0
1314,1225261324,4513,536,2922,86254,469,64.75,1,0,0,0,0,0,0
1315,1770671547,3878,460,2921,80679,429,75.32,1,0,0,0,0,0,0
1316,1881623775,5890,689,2921,82850,546,49.59,1,0,0,0,0,0,0
1317,1285655860,5106,412,2920,83990,359,57.19,1,0,0,0,0,0,0
1318,1619081890,7665,300,2918,80450,258,38.07,1,0,0,0,0,0,0
1319,1962636522,6689,782,2918,83914,546,43.62,1,1,1,1,1,1,2
1320,1154421915,4250,917,2916,85694,827,68.61,1,0,0,0,0,0,0
1321,1194994681,3615,467,2915,85442,443,80.64,0,0,0,0,0,0,0
1322,1487639340,5684,270,2913,86829,253,51.25,1,0,0,0,0,0,0
1323,1659473189,4250,318,2913,76512,282,68.54,0,0,0,0,0,0,0
1324,1942439567,5528,586,2910,81354,383,52.64,1,0,0,0,0,0,0
1325,1265453120,10248,409,2909,87193,382,28.39,1,0,0,0,0,0,0
1326,1598810244,4205,713,2907,86446,649,69.13,1,0,0,0,0,0,0
1327,1720059207,3541,422,2907,85518,391,82.1,1,0,0,0,0,0,0
1328,1184038499,5229,307,2906,85824,299,55.57,0,0,0,0,0,0,0
1329,1760479208,12947,1378,2905,53464,739,22.44,0,0,0,0,0,0,0
1330,1427330141,4387,645,2903,84928,608,66.17,1,1,1,1,1,1,2
1331,1568894814,4239,868,2902,86540,848,68.46,0,0,0,0,0,0,0
1332,1023138625,4875,274,2901,80418,245,59.51,0,0,0,0,1,0,1
1333,1407963754,3037,414,2900,81844,409,95.49,0,1,0,0,0,0,3
1334,1841482759,4899,480,2898,84119,459,59.15,1,0,0,0,0,0,0
1335,1700913456,5526,1175,2889,82402,942,52.28,1,0,0,0,0,0,0
1336,1881665347,3923,220,2888,76127,196,73.62,1,0,0,0,0,0,0
1337,1568432532,12826,253,2886,84656,197,22.5,1,0,0,0,0,0,0
1338,1700320553,5602,303,2886,84827,289,51.52,0,0,0,0,1,0,1
1339,1629060405,3321,436,2885,83463,402,86.87,1,0,0,0,0,0,0
1340,1972572246,5078,276,2883,80169,220,56.77,0,0,0,0,0,0,0
1341,1023345782,15525,427,2881,83938,325,18.56,1,0,0,0,0,0,0
1342,1548632623,4148,430,2881,82919,359,69.46,0,0,0,0,0,0,0
1343,1861584476,21168,620,2881,81420,375,13.61,1,0,0,0,0,0,0
1344,1386638674,4433,512,2879,80993,450,64.94,1,0,0,0,0,0,0
1345,1063425650,17277,326,2878,81878,201,16.66,0,0,0,0,0,0,0
1346,1952388753,3856,736,2877,82125,647,74.61,1,0,0,0,0,0,0
1347,1659537785,5254,354,2875,52438,323,54.72,1,0,0,0,0,0,0
1348,1144295544,3908,279,2871,78057,241,73.46,0,1,0,0,0,0,3
1349,1477604817,16357,854,2871,68106,317,17.55,1,0,0,0,0,0,0
1350,1518341072,4997,975,2871,87015,869,57.45,1,1,1,1,1,1,2
1351,1083645832,4882,465,2870,85061,316,58.79,1,0,0,0,0,0,0
1352,1215928189,4734,765,2870,85491,628,60.63,1,0,0,0,0,0,0
1353,1568634293,4202,742,2870,47882,609,68.3,0,0,0,0,0,0,0
1354,1639178593,4112,309,2868,83088,278,69.75,0,1,0,0,0,0,3
1355,1164481503,18167,817,2866,83041,500,15.78,0,0,0,0,0,0,0
1356,1093734543,4433,316,2865,83312,289,64.63,1,0,0,0,0,0,0
1357,1093750804,16895,776,2865,78020,364,16.96,1,0,0,0,0,0,0
1358,1295845584,5209,356,2865,78869,354,55.0,1,0,0,0,0,0,0
1359,1538462999,4682,566,2864,83298,433,61.17,0,0,0,0,0,0,0
1360,1700864170,4191,999,2864,84081,887,68.34,1,0,0,0,0,0,0
1361,1033173885,3434,368,2862,87661,341,83.34,0,0,1,0,0,0,-1
1362,1134107022,81513,1930,2862,79566,496,3.51,1,0,0,0,0,0,0
1363,1548356009,20850,674,2862,86514,265,13.73,1,0,0,0,0,0,0
1364,1609815877,17839,597,2862,82917,311,16.04,1,0,0,0,0,0,0
1365,1477678696,4164,538,2861,84804,522,68.71,0,0,0,0,0,0,0
1366,1659377224,3879,477,2861,85563,427,73.76,1,0,0,0,0,0,0
1367,1326033879,3878,490,2860,84846,471,73.75,1,0,1,0,0,0,4
